DATA	MARCO/EVENTO	Âmbito	Descrição	Tipo	Link
2007-03-19	Departamento de Arquitetura e Urbanismo	Iscte			
2007-02-15	Sílvia Silva eleita presidente do Conselho Pedagógico	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013834692/in/album-72177720298218822/
2007-01-02	Lançamento de notas na plataforma Fénix	Iscte			
2007-01-01	UE: adesão da Bulgária e da Roménia	Internacional			
2006-11-15	Adequações e criações de cursos ao modelo de Bolonha (3 licenciaturas, 32 mestrados, 1 mestrado integrado, 7 doutoramentos)	Iscte			
2006-10-19	Adesão a European University Association (EUA)	Internacional			
2006-08-08	Constituição da Fundação ISCTE (prestadora de serviços)	Iscte			
2006-07-24	Licenciatura em Ciência Política	Iscte		pagina_web	https://dre.pt/dre/detalhe/deliberacao/1239-2006-1310299
2006-06-14	Adesão a Associação das Universidades de Língua Portuguesa (AULP)	Internacional			
2006-05-30	Integração na associação COLUMBUS	Internacional			
2006-05-15	Acesso à RTCS, Rede Ciência Tecnologia Sociedade (Internet)	Iscte			
2006-03-17	Departamento de Contabilidade	Iscte			
2006-03-17	Departamento de Finanças	Iscte			
2006-02-28	Adequações e criações de cursos ao modelo de Bolonha (15 licenciaturas, 25 mestrados, 4 doutoramentos)	Iscte			
2006-02-28	Raúl Hestnes Ferreira. Arquitetura e universidade. ISCTE, 1972-2005	Iscte			
2006-02-13	Doutoramento em Direito das Empresas (descontinuado), Maria Adelaide Croca	Iscte			
2005-07-27	Criação do AUDAX	Iscte			
2005-07-18	Protocolo com o Instituto Superior Técnico relativo ao Sistema FénixEDU	Iscte			
2005-06-13	Morte de Álvaro Cunhal, 1913-2005	Nacional			
2005-06-10	Ciberdúvidas alojado num servidor do ISCTE	Iscte			
2005-06-03	Adesão ao CRUP	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52014864581/in/album-72177720298218822/
2005-05-31	António Gomes Mota eleito presidente do INDEG	Iscte			
2005-04-30	Lançamento do Repositório institucional	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52015377525/in/album-72177720298218822/
2005-04-30	Jorge Freitas Branco eleito presidente do Conselho Científico 	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52263477575/in/album-72177720298218822/
2005-03-12	José António Vieira da Silva ministro do Trabalho e da Solidariedade Social	Iscte			
2005-03-12	Maria de Lurdes Rodrigues ministra da Eduação	Iscte			
2005-02-28	Luís Antero Reto eleito presidente do ISCTE	Iscte			
2005-02-14	Plataforma Youtube			imagem	https://www.flickr.com/photos/iscteiul/52262913673/in/album-72177720298218822/
2004-12-31	Adesão à plataforma DeGóis	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013834262/in/album-72177720298218822/
2004-12-26	Terramoto e sismo submarinos no Índico: 230.000 mortos	Internacional			
2004-11-22	Protocolo para a Biblioteca Central de Estudos Africanos (BCEA)	Iscte		pagina_web	https://bcea.cei.iscte-iul.pt/2020/08/biblioteca-central-de-estudos-africanos/
2004-11-19	Fim do serviço militar obrigatório (SMO)	Nacional			
2004-07-06	Primeiro doutoramento em Métodos Quantativos, Maria Teresa Calapêz	Iscte			
2004-05-01	UE: adesão de Chipre, Eslováquia, Eslovénia, Estónia, Hungria, Letónia, Lituânia, Malta, Polónia, República checa	Internacional			
2004-01-22	Licenciamento inicial da plataforma e-learning Blackboard	Iscte			
2003-10-28	Honoris Causa atribuído a Serge Moscovici ✝︎	Iscte			
2003-10-22	Declaração de Berlim sobre acesso aberto ao conhecimento nas ciências e humanidades	Internacional			
2003-10-21	Greve nacional estudantil contra as propinas	Nacional			
2003-09-22	Apresentação do Portuguese Journal of Social Science	Iscte			
2003-04-03	Resolução da AR nº 31/2003, medidas de enquadramento das praxes académicas	Nacional			
2003-03-20	Segunda Guerra do Golfo	Internacional			
2003-01-27	Licenciatura em Engenharia informática	Iscte		pagina_web	https://dre.pt/dre/detalhe/deliberacao/627-2003-2385748
2002-12-31	Praça central (2.315 m2)	Iscte			
2002-11-18	Primeiro doutoramento em Estudos Africanos, Vitor Hugo Nicolau	Iscte			
2002-06-01	Edifício II: Grande Auditório (497 lugares)	Iscte			
2002-06-01	Entrada em funcionamento edifício 2  (30.501 m2)	Iscte			
2002-05-17	Formalização do Centro de informática (CIISCTE)	Iscte			
2002-04-06	Luís Filipe Pereira ministro da Saúde	Iscte			
2002-04-01	Revista Portuguesa e Brasileira de Gestão (RPBG), vol. 1, nº 1 sucede à Revista Portuguesa de Gestão (RPG)	Iscte			
2002-02-27	Departamento de História	Iscte		pagina_web	https://dre.pt/dre/detalhe/despacho/9863-2002-3004898
2002-02-14	XIV Governo aprova passagem do Iscte a Universidade Metropolitana (não homologado)	Iscte			
2002-01-01	Euro entra em circulação	Internacional			
2002-01-01	Trajectos, Revista de Comunicação, Cultura e Educação, nº. 1	Iscte			
2001-12-31	Criação do Departamento de Finanças	Iscte			
2001-10-07	Guerra do Afeganistão	Internacional			
2001-10-03	Eduardo Ferro Rodrigues ministro do Equipamento Social	Nacional			
2001-09-17	Criação do grupo de teatro mISCuTEm	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52012208422/in/album-72177720298200772/
2001-09-11	Atentado ao World Trade Center, Nova Iorque	Internacional			
2001-03-10	Eduardo Ferro Rodrigues ministro do Equipamento Social	Iscte			
2001-03-10	Paulo Pedroso ministro do Trabalho e da Solidariedade 	Iscte			
2000-08-03	Publicação dos estatutos ISCTE passa a escola superior não integrada	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013754560/in/album-72177720298200772/
2000-03-29	Licenciatura em Marketing; Despacho n.º 6878/2000 - DR n.º 75/2000, Série 2 de 29 de Março				
2000-08-03	Publicação dos estatutos ISCTE passa a escola superior não integrada	Iscte		pagina_web	https://dre.pt/dre/detalhe/despacho-normativo/37-2000-582415
2000-01-01	Cidades, Comunidades e Territórios	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013482439/in/album-72177720298200772/
1999-12-20	Transferência da soberania de Macau à China	Internacional			
1999-10-25	Eduardo Ferro Rodrigues ministro do Trabalho e da Solidariedade	Iscte			
1999-09-08	Cordão humano por Timor-Leste	Nacional			
1999-09-02	Criação do Prémio Silva Leal	Iscte			falta o evento e o link
1999-08-30	Independência de Timor Leste	Internacional			
1999-08-19	Departamento de Psicologia Social e das Organizações	Iscte			
1999-06-10	Declaração de Bolonha EEES	Internacional			
1999-03-12	Honoris Causa atribuído a Immanuel Wallerstein ✝︎	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013292598/in/album-72177720298200772/
1999-03-12	Honoris Causa atribuído a Immanuel Wallerstein ✝︎	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013292648/in/album-72177720298200772/
1999-01-02	Secção autónoma de Direito; Despacho nº 2399, Diário da República 2ª Série nº 1 de 2 de Janeiro	Iscte			
1998-12-31	O acervo da Biblioteca do Iscte é composto por cerca de 130 000 exemplares (monografias, obras de referência, teses e dissertações), 20 000 e-books e 67 000 periódicos, em suporte papel e digital	Iscte			
1998-10-08	Atribuição do prémio Nobel da Literatura a José Saramago	Internacional			
1998-10-06	Primeiro doutoramento em Ciências e Tecnologias da Informação, Miguel Sales Dias	Iscte			
1998-09-03	Catálogo da biblioteca em linha	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013482289/in/album-72177720298200772/
1998-07-29	Licenciatura em Arquitetura; Despacho n.º 13 051/98 - Diário da República n.º 173/1998, Série II de 1998-07-29	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013293018/in/album-72177720298200772/
1998-07-21	Primeiro Doutoramento em Economia, Raúl Manuel Gonçalves Lopes	Iscte			
1998-05-22	Abertura da EXPO98, Lisboa	Internacional			
1998-03-23	Licenciatura em Engenharia de Telecomunicações e Informática; Despacho n.º 7772/98, de 23 de Março, publicado no Diário da República, 2.ª série, n.º 107, de 9 de Maio de 1998	Iscte			
1998-03-23	Licenciatura em Finanças; Despacho n.º 9675/98 - DR n.º 130/1998, Série 2 de 5 de Junho	Iscte			
1998-02-26	Guerra do Kosovo	Internacional			
1998-02-17	Departamento de Métodos Quantitativos	Iscte			
1997-12-15	25º aniversário (medalha)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013292873/in/album-72177720298200772/
1997-12-15	25º aniversário (medalha)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52012208227/in/album-72177720298200772/
1997-12-15	25º aniversário (pisa papéis)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013292928/in/album-72177720298200772/
1997-12-15	25º aniversário (pisa papéis)	Iscte			https://www.flickr.com/photos/iscteiul/52013754725/in/album-72177720298200772/
1997-12-15	colocar nome evento	Iscte			colocar fotos
1997-11-25	Eduardo Ferro Rodrigues ministro do Trabalho e da Solidariedade	Nacional			
1997-10-02	Acordo de Schengen	Internacional			
1997-07-28	FCT; Decreto-Lei n.º 188/97, DR nº 172/1997, Série 1-A de 28 de Julho	Nacional			
1997-07-28	JNICT (1967-1997)	Nacional			
1997-05-30	Lançamento da revista Etnográfica	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013753900/in/album-72177720298200772/
1997-05-30	Lançamento da revista Etnográfica	Iscte			https://www.flickr.com/photos/iscteiul/52013234696/in/album-72177720298200772/
1997-05-30	Revista Etnográfica	Iscte		pagina_web	https://cria.org.pt/pt/etnografica
1997-05-30	Lançamento da revista Etnográfica	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013234716/in/album-72177720298200772/
1996-12-13	João Freire eleito presidente do Conselho Científico	Iscte			
1996-12-13	Manuel Alberto Martins Ferreira eleito presidente do Conselho Diretivo	Iscte			
1996-10-13	Site ISCTE (1ª versão arquivada)	Iscte			
1996-08-03	Fernanda Ribeiro ganha ouro nos Jogos Olímpicos de Atlanta (10.000 m.)	Internacional			
1996-06-30	Revista Economia Global e Gestão	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013481989/in/album-72177720298200772/
1996-06-26	Licenciatura em Gestão de Recursos Humanos. Despacho n.º 13/96 - DR n.º 146/1996, Série2 de 26 de Junho	Iscte			
1996-04-30	Departamento de Ciências e Tecnologias de Informação	Iscte			
1996-03-28	Primeiro Doutoramento em História Social Contemporânea, Carlos Mauricio	Iscte			
1996-01-29	Licenciatura em História Moderna e Contemporânea; Despacho n.º 1/96 - Diário da República n.º 24/1996, Série II de 1996-01-29	Iscte			
1995-10-28	Eduardo Ferro Rodrigues ministro da Solidariedade e Segurança Social	Nacional			
1995-10-28	Maria João Rodrigues ministra da Qualificação e Emprego	Nacional			
1995-09-15	Ala Autónoma (5.183 m2)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013293143/in/album-72177720298200772/
1995-07-11	Licenciatura em Psicologia Social e Organizacional; Despacho 14/95 - DR n.º158/1995, Série 2 de 11 de Julho	Iscte			
1995-07-06	Ler História Associação de Actividades Científicas	Iscte			
1995-06-05	Adjudicação do traje académico	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013481869/in/album-72177720298200772/
1995-01-01	UE: adesão da Áustria, Finlândia e Suécia	Internacional			
1995-06-05	Adjudicação do traje académico	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013481764/in/album-72177720298200772/
1995-06-05	Adjudicação do traje académico	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013234661/in/album-72177720298200772/
1995-06-05	Adjudicação do traje académico	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013234641/in/album-72177720298200772/
1994-11-17	Primeiro Doutoramento em Organização e Gestão de Empresas OGE, Victor Roldão	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013754615/in/album-72177720298200772/
1994-09-15	Cave corpo sul (717 m2)	Iscte			
1994-09-15	Pavilhão-esplanada (119 m2)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013293113/in/album-72177720298200772/
1994-07-05	Licenciatura em Economia. Despacho n.º 6/94, DR n.º 153/1994, Série 2 de 5 de Julho	Iscte			
1994-05-10	Nelson Mandela presidente da África do Sul	Internacional			
1994-04-07	Genocídio no Ruanda	Internacional			
1994-03-07	Primeiro Doutoramento em Psicologia Social e Organizacional, Maria Luísa Pedroso Lima	Iscte			
1994-02-14	Unidade de Investigação em Ciências Sociais (UNICS)	Iscte			
1994-02-14	Unidade de Investigação em Desenvolvimento Empresarial (UNIDE)	Iscte			
1994-01-01	Entrada em vigor do acordo ortográfico	Nacional			
1993-12-31	Atribuição de contas de e-mail à comunidade como alternativa ao fax nº +351217903059 e ao telex nº 62542ISCTE-P	Iscte			
1993-11-01	Tratado de Maastricht	Internacional			
1993-09-30	Discentes: 3531	Iscte			
1993-09-15	General Meeting European Association Social Psicology no ISCTE	Iscte			
1993-07-20	Licenciatura em Gestão e Engenharia Industrial; Despacho n.º 23/93 - DR n.º 168/1993, Série 2 de 20 de Julho	Iscte			
1993-07-20	Licenciatura em Sociologia e Planeamento; Despacho n.º 22/93 - DR n.º 168/1993, Série 2 de 20 e Julho	Iscte			
1993-07-10	Fundação das Universidades Portuguesas	Nacional			
1993-06-11	Inauguração do edifício do INDEG (área 30.153 m2)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013234411/in/album-72177720298200772/
1993-03-30	Sociologia Problemas e Práticas nº 13: Dossiê ISCTE Os primeiros 20 anos	Iscte			
1992-12-15	20º aniversário (medalha)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/52013292963/in/album-72177720298200772/
1992-10-08	Primeiro mestre em Sociologia, Luís Capucha	Iscte			
1992-10-06	SIC: primeiro canal televisivo privado	Nacional			
1992-06-03	ECO-92, Rio de Janeiro	Internacional			
1992-04-08	João Ferreira de Almeida presidente do Iscte	Iscte			
1992-01-02	Acesso à Internet	Iscte			
1992-01-01	Revista Portuguesa de Gestão	Iscte			
1991-12-19	Primeiro mestre em Ciências Empresariais, João António Martins Tavares, estudante nº 6962	Iscte			
1991-12-16	Centro de Investigação e de Intervenção Social (CIS)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971105743/in/album-72177720297729830/
1991-11-08	Fim da URSS	Internacional			
1991-10-28	Criam-se os primeiros três departamentos: Antropologia, Gestão e Sociologia	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971033951/in/album-72177720297729830/
1991-07-19	Associação dos Diplomados no Programa Doutoral em Ciências de Gestão do Iscte (APDG-ISCTE)	Iscte			
1991-05-14	Primeiro McDonald's em Portugal	Nacional			
1991-02-27	Centro de Estudos Territoriais (CET)	Iscte			
1990-12-07	Criação da Tuna académica	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971324069/in/album-72177720297729830/
1990-11-26	Centro de Estudos Africanos ISCTE (CEA ISCTE)	Iscte			
1990-08-02	Primeira Guerra do Golfo	Internacional			
1990-03-23	Afonso de Barros, presidente do ISCTE	Iscte			
1990-01-15	Maré negra na ilha do Porto Santo provocada pelo pretoleiro Aragón	Nacional			
1990-01-04	Estatutos do ISCTE	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971105863/in/album-72177720297729830/
1989-11-09	Queda do Muro de Berlim	Internacional			
1989-11-02	Assembleia Extraordinária de Escola aprecia alterações jurídicas 	Iscte			
1989-07-25	Primeiro Doutoramento em Antropologia Social, José Fialho Feliciano	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971034116/in/album-72177720297729830/
1989-07-12	Licenciatura em Informática e Gestão de Empresas	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971105968/in/album-72177720297729830/
1989-06-04	Repressão pelo exército dos manifestantes na praça Tianamen, em Pequim	Internacional			
1989-07-12	Licenciatura em Informática e Gestão de Empresas	Iscte		imagem	https://dre.pt/dre/detalhe/portaria/536-1989-619571
1989-04-14	Aprovação de símbolo institucional. Despacho 1/CD/89, DR nº. 127, 2ª Série de 3 de Junho	Iscte			
1989-04-11	Centro de Estudos sobre Mudanças Socioeconomicas (DINAMIA)	Iscte			
1988-11-18	GIESTA-ISCTE Grupo de Investigação em Estatística e Análise de Dados	Iscte			
1988-11-09	Constituição da Associação para o Desenvolvimento das Telecomunicações e Técnicas de Informática (ADETTI)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971598560/in/album-72177720297729830/
1988-11-02	Constituição da associação do INDEG	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971034186/in/album-72177720297729830/
1988-09-30	Discentes: 2893	Iscte			
1988-09-24	Lei da autonomia universitária, Lei n.º 108/88, de 24 de setembro	Nacional			
1988-09-23	Rosa Mota ganha ouro olímpico na maratona de Seul	Internacional			
1988-08-25	Incêndio no Chiado, Lisboa	Nacional			
1988-08-24	Constituição da Associação de Estudantes (atual AEISCTE-IUL)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51970031767/in/album-72177720297729830/
1988-07-27	Mestrado em Ciências Empresariais	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51970031922/in/album-72177720297729830/
1988-07-27	Mestrado em Ciências Empresariais	Iscte		pagina_web	https://dre.pt/dre/detalhe/portaria/496-1988-378492
1988-07-26	Mestrado em Sociologia	Iscte		imagem	https://docs.google.com/spreadsheets/d/1F8EqvOH6lH-XNWWUpkc7COcQitjm7KQQ/edit#gid=1583501620
1988-02-15	Retirada militar soviética do Afeganistão	Internacional			
1988-07-26	Mestrado em Sociologia	Iscte		pagina_web	https://dre.pt/dre/detalhe/portaria/491-1988-378278
1987-12-16	JUSOECONOMIAE -Centro de estudos de direito de empresas da administração pública e das comunidades europeias	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971106423/in/album-72177720297729830/
1987-06-13	Programa Erasmus (Manuel Marín, 1949-2017, entre os seus promotores europeus) 	Internacional			
1986-12-23	Criação da Fundação para o desenvolvimento dos meios nacionais de cálculo científico (FCCN)	Nacional			
1986-10-14	Lei de bases do sistema educativo	Nacional			
1986-06-30	Sociologia, Problemas e Práticas, nº1	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971106468/in/album-72177720297729830/
1986-06-09	Centro de Estudos de Antropologia Social (CEAS)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971599155/in/album-72177720297729830/
1986-04-26	Acidente nuclear na central de Chernobil, URSS	Internacional			
1986-01-01	Adesão de Portugal e Espanha à CEE	Internacional			
1985-09-02	Entrada em funcionamento da rede MB	Nacional			
1985-06-20	Criado pelo Ministério da Saúde o grupo de trabalho da SIDA	Nacional			
1985-06-19	Centro de Investigação e Estudos de Sociologia, C.R.L. (CIES)	Iscte			
1985-01-01	Revista de Gestão	Iscte			
1984-11-22	Criação do Centro Interdisciplinar de Estudos Económicos (CIDEC)	Iscte			
1984-09-27	José Manuel Prostes da Fonseca eleito presidente do Conselho Diretivo	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971599230/in/album-72177720297729830/
1984-08-12	Carlos Lopes ganha ouro olímpico na maratona de Los Angeles	Internacional			
1984-07-18	Associação de Estudos de história contemporânea portuguesa	Iscte			
1984-05-29	Regime jurídico do pessoal não docente. Decreto Lei 184/84 de 29 de Maio;  https://dre.pt/dre/detalhe/decreto-lei/184-1984-384274	Iscte			
1983-12-20	Ler História nº1	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51970032427/in/album-72177720297729830/
1983-04-29	Atribuição dos graus de mestre e doutor pelo Iscte através da Universidade Técnica de Lisboa (UTL)	Internacional			
1983-01-01	International Association for the Exchange of Students for Technical Experience (AIESTE)	Iscte			colocar foto
1982-10-29	Criação da Licenciatura em Antropologia Social	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971325089/in/album-72177720297729830/
1982-10-29	Criação da Licenciatura em Antropologia Social	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto/121-1982-378174
1982-10-29	Licenciatura em Antropologia Social, Raúl Iturra	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971034996/in/album-72177720297729830/
1982-09-30	Discentes: 2268	Iscte			
1982-07-01	Mário Murteira eleito presidente do Conselho Científico	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971035236/in/album-72177720297729830/
1982-01-18	José Madureira Pinto primeiro doutorado pelo ISCTE (Sociologia)	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51971325199/in/album-72177720297729830/
1981-10-22	Centro de Estudos Africanos criado pelo Conselho Científico	Iscte			
1981-04-29	Memorial O ISCTE e a Universidade (apresentado à DGES)	Iscte			
1981-04-07	Projeto ISCTE: Gestão Sociologia Tecnologia	Iscte			
1981-03-12	Negociações com a Universidade de Lisboa com vista à integração 	Iscte			
1981-01-01	UE: adesão da Grécia	Internacional			
1980-12-04	Morte de Francisco Sá Carneiro, 1934-1980	Nacional			
1980-03-19	Eduardo Gomes Cardoso eleito presidente do Conselho Diretivo	Iscte			
1980-03-19	Francisco Pina Prata eleito presidente do Conselho Pedagógico	Iscte			
1980-03-07	Emissão regular de televisão a cores	Nacional			
1980-02-16	Naufrágio do navio Tollan no rio Tejo frente ao Terreiro do Paço, Lisboa. Seria removido a 2-12-1983	Nacional			
1980-01-01	Terramoto em Angra do Heroísmo	Nacional			
1979-12-05	Universidade Técnica de Lisboa rejeita integrar ISCTE	Iscte			
1979-11-13	Estatuto da Carreira Docente Universitário. Decreto-Lei n.º 448/79. DR n.º 262/1979, Série I de 13 de Novembro	Nacional			
1979-08-01	Adérito Sedas Nunes ministro da Cultura e da Ciência	Iscte			
1979-07-03	José Joaquim Laginha eleito presidente do Conselho Pedagógico	Iscte			
1979-05-02	Criação do Conselho de Reitores das Universidades Portuguesas (CRUP)	Nacional			
1979-04-26	Francisco Pina Prata eleito presidente do Conselho Diretivo	Iscte			
1978-12-31	Edifício1 (11.349 m2)	Iscte			
1978-12-06	Institucionalização do Numerus Clausus	Nacional			
1978-05-05	Adérito Sedas Nunes eleito presidente do Conselho Científico	Iscte			
1978-04-05	Licenciatura em Sociologia	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51944519420/in/album-72177720297419006/
1978-04-05	Licenciatura em Sociologia	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-regulamentar/10-1978-446945
1977-12-31	Mário Murteira eleito presidente do Conselho Pedagógico	Iscte			
1977-11-10	Desanexação da Universidade Nova de Lisboa	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51944519450/in/album-72177720297419006/
1977-11-10	Desanexação da Universidade Nova de Lisboa	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/463-a-1977-164638
1977-09-30	Discentes: 1569	Iscte			
1977-05-03	José Joaquim Laginha eleito presidente do Conselho Diretivo	Iscte			
1976-12-31	Início da construção do Edifício I, atual Sedas Nunes	Iscte			
1976-07-09	Instituto Nacional de Investigação Científica (1976-1992)	Nacional			
1975-11-20	Espanha: Fim do regime franquista	Internacional			
1975-11-11	Independência de Angola	Internacional			
1975-08-01	Acordos de Helsínquia	Internacional			
1975-07-12	Independência de São Tomé e Príncipe	Internacional			
1975-06-25	Independência de Moçambique	Internacional			
1975-04-30	Rendição de Saigão. Fim da Guerra do Vietname	Internacional			
1975-03-26	Mário Murteira ministro do Planeamento e Coordenação Económica	Iscte			
1974-10-15	Ano letivo funciona em espaço alugado da Feira Popular de Lisboa	Iscte			
1974-09-30	Número de Discentes: 879	Iscte			
1974-08-26	Independência de Cabo Verde	Internacional			
1974-07-24	Grécia: Queda da ditadura dos Coronéis	Internacional			
1974-06-26	Protestos de estudantes do ISCTE por um controlo democrático do ensino	Iscte			
1974-05-28	Criação de um Conselho Diretivo	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51942926402/in/album-72177720297419006/
1974-05-28	Criação de um Conselho Diretivo			pagina_web	https://dre.pt/dre/detalhe/decreto-lei/225-1974-622645
1974-05-28	Criação de um Conselho Diretivo			pagina_web	https://dre.pt/dre/detalhe/decreto-lei/225-1974-622645
1974-05-16	Mário Murteira ministro dos Assuntos Sociais	Iscte			
1974-05-02	Eleição de uma Comissão Directiva	Iscte			
1974-05-02	Extinção do Conselho Escolar pela Assembleia plenária do ISCTE	Iscte			
1974-04-29	Decreto-Lei nº 176/74 exonora os reitores, vice-reitores das universidades, directores das faculdades, escolas ou institutos universitários	Nacional			
1974-04-27	Primeira reunião do Conselho Escolar pós golpe militar	Iscte			
1974-04-25	Portugal: Revolução dos Cravos	Nacional			
1973-12-31	Henrique Martins de Carvalho (1919-1994) é diretor do ISCTE	Iscte			
1973-09-30	Discentes: 942	Iscte			
1973-09-24	Guiné-Bissau: declaração unilateral de independência	Internacional			
1973-09-11	Chile: Derrube do governo de Salvador Allende	Internacional			
1973-08-11	Integração do ISCTE na Universidade Nova de Lisboa	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51943905306/in/album-72177720297419006/
1973-08-11	Integração do ISCTE na Universidade Nova de Lisboa			imagem	https://dre.pt/dre/detalhe/decreto-lei/402-1973-419197
1973-02-03	Número de docentes: 12	Iscte			
1973-01-01	CEE: adesão da Dinamarca, Irlanda, Reino Unido	Internacional			
1972-12-21	Matricula-se o estudante nº. 1 Abel dos Santos Alves	Iscte			
1972-12-15	Criação de cursos	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/520-1972-685446
1972-12-15	Instalações funcionam no Campo Grande 185			imagem	https://www.flickr.com/photos/iscteiul/51944521770/in/album-72177720297419006/
1972-12-15	Instalações funcionam no Campo Grande 185	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51943990973/in/album-72177720297419006/
1972-12-15	Instalações funcionam no Campo Grande 185	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/522-1972-685448
1972-12-15	Licenciatura em Ciências do Trabalho	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/520-1972-685446
1972-12-15	Licenciatura em Economia	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/520-1972-685446
1972-12-15	Licenciatura em Organização e Gestão de Empresas (OGE)	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/520-1972-685446
1972-12-15	Criação do ISCTE	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51943905401/in/album-72177720297419006/
1972-12-15	Criação do ISCTE	Iscte		pagina_web	https://dre.pt/dre/detalhe/decreto-lei/522-1972-685448
1972-12-15	Criação do ISCTE	Iscte		imagem	https://www.flickr.com/photos/iscteiul/51942926652/in/album-72177720297419006/
